,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
ENSG00000187546,0.7542349087505905,0.8752890792291164,0.7044673539518923,0.853711790393015,-0.7278297872340324,-0.08310163731850465,-0.001823154056517813,0.17602040816326509,-0.6352534562211989,0.5723370429252803,-0.1063511830635117,-0.640235294117649,-0.7280453257790378,-0.9130044843049329,-0.19820143884892058,-0.9611374407582943,-0.6044554455445551,0.4229729729729728,0.1712230215827338,-0.8977272727272729,-0.7380000000000002
ENSG00000157224,0.7711578314058374,0.890455796879778,0.7428816887579764,0.8761696818465371,-0.626565349544073,0.0015005075246039066,0.20855580153665873,0.30934159378036896,-0.6062376563528633,0.5441744265273682,-0.009517879380893095,-0.5883193277310923,-0.7195467422096309,-0.9064702114029463,-0.12949640287769784,-0.9583615436695999,-0.5774398868458266,0.38561776061776076,0.170606372045221,-0.8823051948051948,-0.7542857142857141
ENSG00000179241,0.841132428638278,0.9358672376873661,0.7865120274914089,0.8968340611353712,-0.8854255319148936,-0.19686438059932035,0.12283500455788514,0.36160714285714285,-0.6229838709677419,0.53060413354531,-0.26774595267745954,-0.8935294117647059,-0.8838526912181303,-0.9943946188340808,-0.13174460431654678,-0.9976303317535545,-0.6992574257425742,0.6097972972972973,-0.0539568345323741,-0.9488636363636364,-0.83875
ENSG00000146592,0.7460809546092654,0.8656316916488223,0.6817010309278351,0.8318777292576419,-0.7431914893617021,-0.11515291936978685,0.2094348222424795,0.42431972789115646,-0.4766705069124424,0.46025437201907793,-0.2475093399750934,-0.74,-0.6402266288951841,-0.8710762331838565,-0.009442446043165468,-0.9360189573459715,-0.5216584158415841,0.5472972972972973,-0.019784172661870502,-0.8778409090909091,-0.715
ENSG00000165185,0.6401317447176085,0.712403228463169,0.6357388316151193,0.7492442055760838,-0.7871685761047302,0.05527435184525084,-0.16443447163593033,0.21585557299843014,-0.6072314781992199,0.1477314418490888,0.18919436727655922,-0.7470588235294098,-0.4940074090215731,-0.8703001034839597,-0.14637520752628644,-0.9139628144367483,-0.6521325209444027,0.3186070686070687,0.4128389596015495,-0.9191433566433563,-0.7519230769230763
ENSG00000101746,0.7736312587739822,0.8989293361884368,0.743127147766323,0.849617903930131,-0.7147340425531915,-0.0844145814025332,0.3332953509571559,0.4100765306122449,-0.6502016129032258,0.41911764705882354,-0.18166251556662516,-0.7954411764705882,-0.7800991501416431,-0.9282511210762332,-0.08767985611510791,-0.9680094786729858,-0.635519801980198,0.47297297297297297,-0.09802158273381295,-0.9375,-0.8275
ENSG00000146938,0.8543518951801591,0.9357601713062098,0.7779209621993127,0.8951965065502183,-0.8118085106382978,-0.1603336422613531,0.2862351868732908,0.20939625850340135,-0.6529377880184332,0.525039745627981,-0.21824408468244086,-0.8544117647058823,-0.9036827195467422,-0.9786995515695067,-0.08767985611510791,-0.9869668246445498,-0.6745049504950495,0.597972972972973,0.025179856115107913,-0.9616477272727273,-0.84
ENSG00000150471,0.5824754328497894,0.5494646680942185,0.6039518900343642,0.6408296943231441,-0.7695744680851064,-0.07398826073524868,0.2821330902461258,0.6730442176870748,-0.37672811059907835,0.2575516693163752,-0.16251556662515568,-0.8582352941176471,-0.7464589235127479,-0.8318385650224215,0.06205035971223022,-0.7559241706161137,-0.5829207920792079,0.4527027027027027,-0.09712230215827339,-0.625,-0.6
ENSG00000106511,0.8035053388352488,0.886276036597242,0.724304904717278,0.8445811830091318,-0.5766731141199264,-0.05125396691661744,0.2255738791746082,0.24118738404452636,-0.43946376204440746,0.5471889001300768,-0.08638061813653335,-0.6152941176470609,-0.6567087303631202,-0.7586628618018739,-0.08600392413342063,-0.8031021111589816,-0.5200270027002692,0.4963144963144965,0.21648136036625246,-0.8083677685950409,-0.6804545454545448
ENSG00000155511,0.7073935423490884,0.857944325481808,0.6945017182130585,0.8434497816593882,-0.7077021276595782,-0.07012666048810634,0.12999088422971738,0.37661564625850336,-0.6805299539170485,0.47503974562798124,-0.05840597758406003,-0.7155294117647044,-0.7742209631728054,-0.9515695067264585,-0.20953237410071923,-0.9725118483412329,-0.6358910891089113,0.36013513513513523,0.04460431654676257,-0.9551136363636364,-0.8040000000000005
ENSG00000169760,0.7145999064108624,0.7998001427551508,0.7002290950744584,0.8093158660844273,-0.6213900709219824,-0.10608588198949682,0.36627164995442246,0.46411564625850416,-0.5203533026113693,0.39597244303126655,-0.20107928601079295,-0.7196078431372563,-0.6770538243626065,-0.8260089686098658,-0.049280575539568286,-0.8473933649289104,-0.5557755775577563,0.44594594594594583,-0.008153477218225428,-0.7606060606060598,-0.7023333333333325
ENSG00000058091,0.6156995788488535,0.7223768736616702,0.6761168384879725,0.7494541484716157,-0.6922340425531915,0.002162496138399753,-0.04056517775752051,0.4651360544217687,-0.391705069124424,0.39546899841017485,-0.09744707347447074,-0.7044117647058824,-0.6480169971671388,-0.8396860986547086,-0.15512589928057555,-0.773696682464455,-0.5346534653465347,0.3614864864864865,0.01079136690647482,-0.7869318181818182,-0.6675
ENSG00000182132,0.6362891904539073,0.8094218415417559,0.563573883161512,0.767467248908297,-0.6025531914893617,-0.16790237874575223,0.1722880583409298,0.4460034013605442,-0.4890552995391705,0.4944356120826709,-0.30074719800747196,-0.611764705882353,-0.5892351274787535,-0.8183856502242153,-0.09712230215827339,-0.9312796208530806,-0.5123762376237624,0.5337837837837838,-0.014388489208633094,-0.8011363636363636,-0.64
ENSG00000070950,0.8299797223522084,0.9344753747323334,0.7668957617411228,0.8922852983988363,-0.8885106382978752,-0.22150139017608927,0.09298085688240651,0.422052154195011,-0.5652841781874041,0.50344462109168,-0.2938978829389785,-0.9070588235294111,-0.874409820585458,-0.9940209267563529,-0.11390887290167852,-0.9968404423380727,-0.7120462046204622,0.6711711711711713,-0.08393285371702636,-0.9356060606060606,-0.8283333333333333
ENSG00000118971,0.7790776269952592,0.8755650725672205,0.7338678885070655,0.8534691897137325,-0.6797163120567463,0.07455462877149599,0.024106148080623908,0.14739229024943334,-0.5395545314900164,0.5931814167108289,0.09934966099349671,-0.4743790849673208,-0.6141013534781227,-0.870951669157946,-0.13009592326139086,-0.91574512901527,-0.5396039603960385,0.3596096096096096,0.293365307753797,-0.8226010101010087,-0.671666666666666
ENSG00000166068,0.8677273436281444,0.9446109921484659,0.8021191294387161,0.9137554585152832,-0.8316312056737521,-0.1699618988775613,0.23366757824369497,0.2653061224489794,-0.6466973886328724,0.5818759936406995,-0.2237442922374426,-0.8717647058823531,-0.9069877242681775,-0.9843049327354264,-0.12290167865707431,-0.9897314375987363,-0.6839933993399339,0.6002252252252253,0.06235011990407672,-0.9649621212121212,-0.8450000000000003
ENSG00000105810,0.6657697707065945,0.8207946704734642,0.6252386407025584,0.7899078117418736,-0.6430496453900697,-0.13944667559125454,0.15684189202876522,0.36970899470899476,-0.5357782898105483,0.38288288288288325,-0.17953507679535094,-0.6796732026143806,-0.67878501731193,-0.8507722969606379,-0.107314148681055,-0.9086361242759353,-0.5764576457645765,0.3798798798798799,-0.008792965627497991,-0.8254419191919193,-0.7099999999999993
ENSG00000156103,0.6706382059681121,0.805962773842847,0.6237113402061858,0.806852536110179,-0.6719476268412377,-0.17064708538295145,0.3850361124745812,0.28133176347462086,-0.6397554058844385,0.2958297664180016,-0.22291407222914025,-0.767149321266967,-0.7537589888864674,-0.9041048637461189,-0.04759269507470951,-0.9475027342325918,-0.634615384615385,0.477130977130977,-0.08577753182069728,-0.8439685314685309,-0.7619230769230764
ENSG00000178662,0.9388160973327094,0.9745182012847966,0.9063573883161512,0.9639737991266376,-0.8857446808510638,-0.10889712696941613,0.4216043755697356,0.5688775510204082,-0.5397465437788018,0.7321144674085851,-0.2328767123287671,-0.9176470588235294,-0.9008498583569405,-0.9955156950672646,-0.025179856115107913,-0.990521327014218,-0.6745049504950495,0.7195945945945946,0.12589928057553956,-0.9715909090909091,-0.8425
ENSG00000134532,0.8504913430042096,0.920199857244827,0.8114261168384889,0.8964701601164482,-0.5955673758865232,0.02749459375965404,0.35209662716499546,0.3670634920634917,-0.511520737327189,0.6192368839427659,-0.023972602739726016,-0.5888235294117651,-0.6992445703493857,-0.8714499252615845,-0.06579736211031176,-0.9324644549763034,-0.547648514851485,0.4757882882882885,0.2014388489208632,-0.8806818181818179,-0.7587499999999995
ENSG00000048540,0.5920850324219511,0.7398592841847755,0.5999836360661105,0.7899771262216682,-0.5160688956433614,0.09688571134354278,0.13430568216347621,0.22704081632652995,-0.5390607856045637,0.3324248618366267,0.15175235723180922,-0.41686274509803917,-0.6036692297315517,-0.7877428998505229,-0.17231928742720104,-0.8830963665086882,-0.5045968882602541,0.2545045045045045,0.07536827680712575,-0.8111471861471858,-0.6761904761904755
ENSG00000170558,0.7345343940103132,0.8000000000000101,0.7060137457044677,0.7851528384279484,-0.6195744680851062,0.04751312944084024,0.10464904284412024,0.1470238095238098,-0.41739631336405486,0.518282988871225,0.04146948941469493,-0.5354117647058827,-0.5949008498583571,-0.7524663677130047,-0.10449640287769776,-0.7274881516587678,-0.4940594059405948,0.3722972972972976,0.2755395683453237,-0.7471590909090918,-0.6110000000000004
ENSG00000134121,0.07130972807154257,0.45196288365453857,0.6584574264986633,0.5890344492964579,-0.9186288416075699,0.4349363265025889,-0.4281373442722556,-0.11659108087679494,-0.7532002048131095,-0.16993464052287705,-0.14971634149716256,-0.9397385620915051,-0.7947749449165872,-0.980069755854509,-0.3199440447641885,-0.991574512901527,-0.06600660066006599,0.04654654654654656,-0.35091926458832934,-0.7821969696969693,-0.8216666666666664
ENSG00000151835,0.7704726251754713,0.9008993576017105,0.7199312714776661,0.8890829694323156,-0.7854468085106246,-0.20172999691071974,0.02625341841385589,0.45051020408163367,-0.5230414746543808,0.5513513513513532,-0.21220423412204203,-0.8357647058823519,-0.8164305949008509,-0.9192825112107638,-0.18201438848920862,-0.9109004739336499,-0.6480198019801987,0.4864864864864863,0.11654676258992808,-0.9034090909090909,-0.7869999999999997
ENSG00000126785,0.7608128885620447,0.8315081064545873,0.7766323024054947,0.841859014348095,-0.5379939209726423,0.09197228474336946,0.13816903242609732,0.38131681243925963,-0.38627386438446254,0.5541676129911414,-0.055506137697918685,-0.5573109243697445,-0.6159449615540277,-0.7482383087764264,-0.15570400822199404,-0.8273527420446865,-0.44695898161244785,0.4034749034749033,0.13360739979445013,-0.8612012987012992,-0.7092857142857146
ENSG00000058866,0.6930861020121666,0.773982869379015,0.7362542955326461,0.8504366812227074,-0.671063829787234,0.15925239419215323,-0.01390154968094804,0.125,-0.6149193548387096,0.47019077901430845,0.22727272727272727,-0.3341176470588235,-0.6260623229461756,-0.8688340807174888,-0.17850719424460432,-0.9372037914691943,-0.5767326732673267,0.31756756756756754,0.2014388489208633,-0.8835227272727273,-0.6825
ENSG00000111058,0.9011631793569068,0.9515448149281128,0.8679430535100636,0.9463505926388022,-0.6697872340425585,0.02828898009620905,0.28245865347050436,0.3220359572400386,-0.5251810401579986,0.7379059732000908,-0.01636719444938626,-0.6215126050420174,-0.7640631323350875,-0.921844971172326,-0.12384378211716347,-0.9607312119160462,-0.571428571428572,0.5395752895752896,0.2733812949640287,-0.9342532467532465,-0.797857142857143
ENSG00000060982,0.6722274216190905,0.8589293361884385,0.6347079037800698,0.8336244541484714,-0.7452765957446811,-0.20695088044485468,0.027256153144940794,0.4090986394557822,-0.6244239631336392,0.33100158982511974,-0.22291407222914134,-0.8077647058823503,-0.8096317280453265,-0.9484304932735437,-0.16115107913669052,-0.9777251184834129,-0.658663366336634,0.4182432432432432,-0.09640287769784177,-0.9017045454545468,-0.7950000000000007
ENSG00000280663,0.8558727187646233,0.9349036402569593,0.8088487972508591,0.9050218340611353,-0.8062765957446808,-0.08371949335804757,0.3701002734731085,0.3562925170068027,-0.7139976958525346,0.5631955484896661,-0.17216687422166874,-0.8655882352941177,-0.886685552407932,-0.9854260089686099,-0.11735611510791367,-0.995260663507109,-0.7085396039603961,0.5625,0.01079136690647482,-0.9659090909090909,-0.84625
ENSG00000148516,0.6518630088909686,0.7698608137044968,0.6151202749140894,0.7991266375545851,-0.675372340425532,-0.07325455668829163,0.2681745670009116,0.15061649659863946,-0.6009504608294931,0.34777424483306835,-0.06631382316313823,-0.611764705882353,-0.6795325779036827,-0.8761210762331838,-0.06778327338129496,-0.8984004739336493,-0.5974628712871287,0.4083614864864865,0.05485611510791367,-0.7848011363636364,-0.6790625
ENSG00000129657,0.7608797379503978,0.9059957173447537,0.7366838487972509,0.9104803493449781,-0.8552127659574468,-0.19972196478220575,-0.04443938012762078,0.5399659863945578,-0.6082949308755761,0.5671701112877583,-0.2213574097135741,-0.88,-0.8647308781869688,-0.9932735426008968,-0.2414568345323741,-0.9940758293838863,-0.6850247524752475,0.47635135135135137,0.00539568345323741,-0.9673295454545454,-0.8375
ENSG00000136158,0.7709193006338516,0.8946077477126767,0.7439862542955347,0.8771337832473213,-0.6568665377176052,-0.0719802286067344,0.107068865500953,0.4652133580705007,-0.5218894009216601,0.550946668593727,-0.133250311332503,-0.6937967914438534,-0.7228946690703053,-0.880554423155319,-0.18328973185088274,-0.9388194743644971,-0.5627812781278119,0.41400491400491407,0.06213211249182472,-0.9328512396694211,-0.8104545454545452
ENSG00000197121,0.7883715489003276,0.9102783725910064,0.7396907216494846,0.8537117903930131,-0.69,-0.09823911028730306,0.1690975387420237,0.5293367346938775,-0.4619815668202765,0.44276629570747217,-0.21948941469489414,-0.7679411764705882,-0.7011331444759207,-0.8811659192825112,-0.07913669064748201,-0.9383886255924171,-0.5804455445544554,0.5506756756756757,-0.08812949640287769,-0.9090909090909091,-0.8075
ENSG00000049192,0.836048836516797,0.9037181234183447,0.7616369884411139,0.8638348551012325,-0.6215860735009707,-0.12747493470385066,0.3441617634871966,0.27867965367965297,-0.44773774612484346,0.5802861685214629,-0.1694780935129626,-0.6736898395721955,-0.7373165078547497,-0.8075825519771688,-0.03499018966644868,-0.8414476518741901,-0.5468046804680456,0.5448402948402946,0.17069980379332897,-0.822314049586776,-0.7181818181818168
ENSG00000132122,0.4715333021369521,0.6490364025695976,0.4372852233676975,0.619359534206696,-0.7225531914893596,-0.21645556585315606,0.14737161956852027,0.2311507936507935,-0.5810291858678955,0.1804451510333866,-0.30157741801577426,-0.7849019607843142,-0.5882908404154856,-0.8587443946188345,-0.10371702637889682,-0.8270142180094784,-0.6105610561056104,0.45833333333333337,-0.15827338129496404,-0.6089015151515151,-0.6200000000000003
ENSG00000174306,0.7356106691623772,0.838865096359743,0.6752577319587629,0.8149563318777293,-0.7719148936170213,-0.11631139944392957,-0.011850501367365542,0.35374149659863946,-0.5192972350230415,0.4014308426073132,-0.053549190535491904,-0.6664705882352941,-0.7535410764872521,-0.9181614349775785,-0.13848920863309352,-0.9324644549763034,-0.6676980198019802,0.5,0.01079136690647482,-0.8835227272727273,-0.74625
ENSG00000168772,0.7628295117766116,0.8775517487508969,0.7351088201603688,0.8398835516739462,-0.6026241134751776,-0.044073730820718846,0.3242175630507453,0.3764880952380954,-0.5622119815668213,0.5070217276099631,-0.1288916562889166,-0.6674509803921581,-0.7143531633616607,-0.8370702541106123,-0.10551558752997595,-0.8981042654028429,-0.552805280528052,0.43524774774774777,0.03836930455635489,-0.9029356060606063,-0.7750000000000001
ENSG00000102271,0.7177897363905889,0.8862955032119902,0.7099083619702171,0.8973799126637552,-0.8412765957446785,-0.13819380084440255,-0.13612883621999392,0.47179705215419476,-0.6436251920122886,0.4793322734499206,-0.15919468659194727,-0.851176470588236,-0.8503305004721434,-0.985799701046338,-0.2808752997601919,-0.9842022116903636,-0.681518151815182,0.3716216216216216,-0.026378896882493993,-0.974431818181818,-0.8391666666666664
ENSG00000163638,0.18129971923256902,0.5399089935760172,0.6375644329896907,0.5671397379912664,-0.8090691489361702,0.3493010503552672,-0.3208181403828623,-0.07945365646258504,-0.6204637096774194,-0.07879570747217807,-0.18835616438356165,-0.8428676470588236,-0.6928116147308782,-0.8937780269058296,-0.24820143884892087,-0.8984004739336493,-0.05801361386138614,0.10599662162162163,-0.2715827338129496,-0.7535511363636364,-0.7625
ENSG00000144278,0.5994774606145721,0.768950749464664,0.5750286368843065,0.7361717612809312,-0.64390070921985,-0.14571104932550696,0.41735034943785904,0.2541099773242628,-0.7524961597542252,0.35267620561738205,-0.21834786218347835,-0.7439215686274506,-0.8073654390934849,-0.8736920777279528,-0.12559952038369315,-0.9486571879936816,-0.607673267326734,0.34009009009009017,-0.15827338129496402,-0.8219696969696965,-0.8041666666666668
ENSG00000006468,0.8319649466116564,0.9091687755499395,0.7705404561074678,0.8755458515283853,-0.6270019342359809,-0.015474485354003375,0.2273970332311258,0.30565862708719826,-0.46585672392124045,0.5804306980777572,-0.0576248160307935,-0.627914438502675,-0.6773113571980419,-0.830819404810434,-0.0771746239372138,-0.8754847048685894,-0.5531053105310523,0.5006142506142507,0.2289077828646174,-0.8424586776859496,-0.714999999999999
ENSG00000127863,0.7893776321946983,0.8607708779443555,0.7568728522336752,0.8334061135371159,-0.6837021276595788,-0.10142106889094803,0.22333637192342817,0.27534013605442226,-0.4938940092165882,0.5241653418124009,-0.1749688667496887,-0.7157647058823504,-0.7566572237960354,-0.8887892376681622,-0.09028776978417262,-0.8924170616113769,-0.5735148514851497,0.5270270270270269,0.056115107913669054,-0.861363636363638,-0.7565000000000015
ENSG00000134215,0.683966478070367,0.8138991629355742,0.6132458606685405,0.7780865422786831,-0.5964410058027123,-0.12581795714325866,0.048313582497721094,0.26422387136672765,-0.4351696690406371,0.49934961699667424,-0.14445828144458273,-0.5837433155080222,-0.5794488797321652,-0.7211577660008147,-0.1379986919555265,-0.7768203360620407,-0.49819981998199764,0.37162162162162127,0.16219751471550015,-0.732954545454546,-0.6013636363636364
ENSG00000118922,0.7615348619560152,0.868294075660243,0.714318442153496,0.8417758369723451,-0.6658723404255275,-0.0032952322108948206,0.22345791552719552,0.24722222222222276,-0.5934715821812622,0.44377318494965534,-0.015940224159402015,-0.6240000000000026,-0.712181303116148,-0.8875934230194323,-0.1071942446043167,-0.9222748815165881,-0.5955445544554459,0.40135135135135136,0.10887290167865701,-0.8840909090909089,-0.7373333333333332
ENSG00000041982,-0.5935891436593356,-0.2507137758743756,0.45475372279495946,0.2134279475982533,-0.8664539007092226,0.8915920090618866,-0.6940139775144327,0.13088151927437644,-0.7067012288786474,-0.7522522522522532,0.05064342050643433,-0.8868627450980384,-0.6546270066100095,-0.8097907324364724,-0.4229616306954433,-0.8179304897314376,0.15676567656765664,-0.3164414414414414,-0.6726618705035969,-0.37973484848484823,-0.5708333333333337
ENSG00000067798,-0.6660487383463567,-0.5777960797232665,0.31694422416071905,0.19650655021834065,-0.9030441898526977,0.9023312183645864,-0.7757520510483112,0.2859759288330721,-0.6713931230060266,-0.817047817047817,0.3003161222339305,-0.8771040723981891,-0.6352146437132276,-0.7961365988271818,-0.5687603763143333,-0.750637987604812,-0.296458492003046,-0.49584199584199545,-0.7000553403431096,-0.2814685314685313,-0.47999999999999976
ENSG00000162631,-0.6309348115618583,-0.5713062098500975,0.24200370076658712,0.21279811891165643,-0.8465466448445061,0.8734583303628785,-0.7707734380478205,0.20519361590790172,-0.6122828784119113,-0.746361746361746,0.3329820864067438,-0.7661538461538434,-0.5188494225321416,-0.6881683339082435,-0.5856391809629228,-0.6405395552314972,-0.30083777608530043,-0.5275467775467773,-0.6270060874377416,-0.2591783216783216,-0.41692307692307634
ENSG00000196083,-0.4810619615183542,-0.02282403325355882,0.4166161309884775,0.25391728743899306,-0.8635544430538281,0.7689218412110194,-0.6940318515738119,-0.04516806722689075,-0.6806044998644608,-0.6982137847189723,-0.0488608893121378,-0.9023529411764739,-0.5692384602566235,-0.8448958058559732,-0.35505713076597484,-0.8488988012266511,0.2300524170064066,-0.24125596184419712,-0.6512907321201858,-0.4124331550802143,-0.6188235294117641
ENSG00000176204,-0.5419279363593801,-0.5355888650963495,0.3450171821305848,0.21484716157205236,-0.7396595744680717,0.7458758109360456,-0.4029170464904315,0.7510204081632613,-0.6138248847926276,-0.6782193958664564,0.32851805728518113,-0.7710588235294112,-0.5002832861189805,-0.6681614349775781,-0.39892086330935217,-0.6834123222748815,-0.3381188118811877,-0.27972972972972965,-0.657553956834532,-0.19999999999999984,-0.3619999999999999
ENSG00000026508,-0.5364997660271476,-0.4956745182012838,0.446563573883162,0.2403930131004365,-0.797872340425537,0.9219647822057546,-0.6219690063810372,0.6932823129251644,-0.6061059907834084,-0.7081081081081071,0.48368617683686094,-0.7462352941176431,-0.5815864022662897,-0.7071748878923774,-0.43633093525179906,-0.7203791469194318,-0.26584158415841613,-0.325,-0.5705035971223021,-0.319318181818182,-0.43300000000000005
ENSG00000113657,-0.6303897319339529,-0.6068522483940075,0.4229258713794804,0.23674360573923883,-0.8480243161094253,0.9413036762434339,-0.6314624300039058,0.7989552964042756,-0.670506912442396,-0.7737905973200094,0.4426258672834015,-0.8514285714285702,-0.6017806556050184,-0.7661755285073674,-0.499229188078109,-0.7522004062288423,-0.3277934936350777,-0.37741312741312727,-0.6896197327852002,-0.3035714285714286,-0.4507142857142854
ENSG00000204442,-0.5792973015130244,-0.5483226266952183,0.2979667812142037,0.20469432314410463,-0.826205673758868,0.878694264236431,-0.6501823154056522,0.3644416099773244,-0.5789170506912449,-0.7186009538950726,0.32513491075134904,-0.7515686274509805,-0.5753068932955615,-0.7122571001494771,-0.5209832134292569,-0.6603475513428118,-0.3174504950495052,-0.42342342342342343,-0.5491606714628298,-0.24100378787878796,-0.40041666666666664
ENSG00000169902,-0.5950514740290126,-0.6113490364025695,0.4334192439862543,0.25,-0.7880851063829787,0.9382916280506642,-0.4863263445761167,0.9056122448979592,-0.5771889400921659,-0.6752782193958664,0.4056662515566625,-0.7985294117647059,-0.5864022662889519,-0.672645739910314,-0.45998201438848924,-0.6172985781990521,-0.31064356435643564,-0.3141891891891892,-0.670863309352518,-0.2159090909090909,-0.36
ENSG00000105835,-0.5152698076496883,-0.12557195987828296,0.44537891119551437,0.235233279705815,-0.8428891377379752,0.8489992358096385,-0.7464376529290447,-0.014545291800930877,-0.6766917293233119,-0.6962597272194815,0.041292521465556765,-0.835603715170284,-0.5865513642463086,-0.7908897805050731,-0.39549413101098024,-0.8189074582190061,0.19684731631057853,-0.31685633001422475,-0.5850056796667924,-0.4479665071770333,-0.5884210526315788
ENSG00000172020,-0.273592263297457,-0.31713062098501005,0.3771477663230245,0.30567685589519605,-0.7039716312056697,0.5260014416640927,-0.19963536918869657,0.8859126984126992,-0.41570660522273467,-0.5479597244303125,0.14570361145703623,-0.7727450980392164,-0.42209631728045316,-0.5934230194319877,-0.24790167865707405,-0.4921011058451816,-0.3370462046204621,-0.07995495495495494,-0.48800959232613916,-0.15814393939393945,-0.27833333333333327
ENSG00000169504,-0.47978301183729577,-0.5970180030137253,0.1913580246913582,0.11329451722464816,-0.5055003940110283,0.7790020480783634,-0.4026131874810084,-0.07608969513731441,-0.3871821129885634,-0.4561620443973366,0.26313361929800305,-0.48126361655773314,-0.35557653971251746,-0.41322039528317583,-0.4575672795097243,-0.4279445322099351,-0.16978364503116972,-0.43968968968968963,-0.45430322408739676,-0.1348905723905724,-0.2774074074074077
ENSG00000188859,-0.6098736546560674,-0.5764453961456087,0.2589347079037803,0.13733624454148452,-0.7782127659574614,0.8238183503243898,-0.6046490428441188,0.25433673469387735,-0.5776497695852515,-0.6785373608903004,0.15168119551681214,-0.7544705882352889,-0.6019830028328627,-0.6757847533632294,-0.5302158273381298,-0.6402843601895737,-0.26113861386138637,-0.4635135135135134,-0.6323741007194246,-0.24602272727272717,-0.4029999999999998
